Loan_ID,Customer_ID,Loan_Type,Customer_Age,Gender,Employment_Type,Annual_Income,Credit_Score,Region,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Start_Date,Loan_End_Date,Monthly_EMI,Payments_Made,Payments_Missed,Days_Past_Due,Outstanding_Principal,Total_Interest_Paid,Payment_Status,Default_Flag,Collateral,Debt_to_Income,Loan_to_Income,Risk_Category,Origination_Channel,Customer_Segment,Prepayment_Eligible,Prepayment_Charge
LN008011,CUST01814,Education,53,Female,Self-Employed,407312,721,Delhi NCR,353116,12.15,36,2026-02-18,2029-02-17 18:00:00,11753.53,6,0,0,302784.76,20189.96,Current,0,No,0.3824,0.8669,Medium,Digital,Mass Market,Yes,1
LN008012,CUST00605,Home,49,Male,Salaried,402080,716,Chennai,4378427,9.08,240,2024-06-05,2044-06-05 00:00:00,39610.69,26,0,0,4192670.58,844121.42,Current,0,Yes,0.75,10.8894,High,Digital,Mass Market,Yes,0
LN008013,CUST02964,Auto,41,Male,Business Owner,1593689,677,Delhi NCR,1576254,10.68,60,2025-05-20,2030-05-20 06:00:00,34016.75,15,0,0,1256920.64,190917.85,Current,0,Yes,0.295,0.9891,Medium,Partner,Affluent,No,0
LN008014,CUST04816,Personal,50,Female,Salaried,602912,669,Mumbai,62672,12.91,60,2024-06-03,2029-06-03 06:00:00,1423.1,26,0,0,40343.68,14672.23,Current,0,No,0.05,0.1039,Medium,Direct Sales,Mass Market,Yes,1
LN008015,CUST03432,Auto,41,Male,Salaried,361391,689,Mumbai,922498,11.27,36,2024-02-22,2027-02-21 18:00:00,30321.26,29,0,1,204492.12,161310.68,Current,0,Yes,0.75,2.5526,High,Digital,Mass Market,Yes,3
LN008016,CUST04697,Education,56,Male,Salaried,329766,687,Bengaluru,830578,7.59,36,2023-02-18,2026-02-17 18:00:00,25871.66,36,0,0,0.0,100801.69,Current,0,No,0.75,2.5187,High,Branch,Mass Market,Yes,0
LN008017,CUST04963,Home,42,Female,Salaried,856150,648,Mumbai,5101805,9.25,240,2025-09-06,2045-09-06 00:00:00,46739.86,11,0,0,5017246.33,429579.78,Current,0,Yes,0.6235,5.959,High,Direct Sales,Mass Affluent,No,0
LN008018,CUST01644,Auto,40,Female,Business Owner,763478,657,Jaipur,1754390,12.67,48,2026-02-11,2030-02-11 00:00:00,46780.02,6,0,0,1580321.49,106611.62,Current,0,Yes,0.7283,2.2979,High,Digital,Mass Market,No,0
LN008019,CUST05713,Home,42,Male,Salaried,859493,738,Jaipur,5930669,9.18,300,2025-01-19,2050-01-19 06:00:00,50510.92,19,2,60,5826151.37,855189.78,Default,1,Yes,0.6511,6.9002,High,Direct Sales,Mass Affluent,Yes,2
LN008020,CUST01398,Business,60,Male,Salaried,429877,581,Chennai,2616126,17.06,36,2026-04-05,2029-04-04 18:00:00,93355.87,4,0,0,2386674.35,143971.85,Current,0,Yes,0.75,6.0858,High,Direct Sales,Mass Market,Yes,1
LN008021,CUST05641,Home,31,Male,Business Owner,367583,742,Ahmedabad,3025535,7.91,180,2025-10-15,2040-10-14 18:00:00,28764.78,10,0,0,2934777.4,196890.21,Current,0,Yes,0.75,8.2309,High,Digital,Mass Market,Yes,2
LN008022,CUST02906,Business,51,Male,Self-Employed,841892,729,Ahmedabad,1146519,16.61,84,2025-08-12,2032-08-11 18:00:00,23170.44,12,0,0,1051888.73,183414.99,Current,0,Yes,0.2785,1.3618,Medium,Digital,Mass Affluent,No,0
LN008023,CUST06347,Education,60,Male,Salaried,393461,758,Mumbai,741681,10.64,120,2024-08-01,2034-08-01 12:00:00,10067.93,24,0,0,648821.21,148770.46,Current,0,No,0.2747,1.885,Low,Branch,Mass Market,Yes,2
LN008024,CUST00677,Home,33,Female,Business Owner,600522,705,Chennai,1117680,9.31,120,2024-06-29,2034-06-29 12:00:00,14347.11,25,0,15,961779.17,202776.94,Current,0,Yes,0.2789,1.8612,Medium,Partner,Mass Market,Yes,0
LN008025,CUST05493,Personal,38,Male,Salaried,424985,774,Delhi NCR,513113,13.62,36,2024-02-06,2027-02-05 18:00:00,17442.78,30,0,7,100621.51,110792.05,Current,0,No,0.4939,1.2074,Medium,Digital,Mass Market,Yes,2
LN008026,CUST04692,Home,42,Male,Salaried,1433796,760,Delhi NCR,1676326,7.86,180,2024-10-23,2039-10-23 18:00:00,15881.61,21,0,15,1566264.34,223452.13,Current,0,Yes,0.0812,1.1692,Low,Branch,Mass Affluent,Yes,1
LN008027,CUST00859,Education,37,Female,Salaried,1012023,842,Jaipur,1285642,10.53,48,2025-12-11,2029-12-11 00:00:00,32935.83,8,0,0,1106998.2,84842.88,Current,0,No,0.3712,1.2704,Medium,Partner,Mass Affluent,Yes,1
LN008028,CUST05689,Personal,58,Male,Self-Employed,2302431,836,Hyderabad,291212,12.29,24,2024-12-06,2026-12-06 12:00:00,13748.03,20,0,7,53612.27,37360.88,Current,0,No,0.0724,0.1265,Low,Direct Sales,Affluent,Yes,2
LN008029,CUST01069,Home,45,Female,Self-Employed,883200,666,Delhi NCR,3935688,7.69,300,2024-11-30,2049-11-30 06:00:00,29571.93,20,0,0,3843150.86,498901.43,Current,0,Yes,0.4192,4.4562,Medium,Digital,Mass Affluent,Yes,2
LN008030,CUST01037,Education,52,Male,Salaried,755450,850,Mumbai,397625,8.13,120,2025-10-11,2035-10-11 12:00:00,4851.42,10,0,0,375376.51,26265.66,Current,0,No,0.05,0.5263,Low,Branch,Mass Market,No,0
LN008031,CUST05352,Personal,35,Female,Salaried,900773,793,Jaipur,424826,12.6,24,2023-03-12,2025-03-11 12:00:00,20116.89,24,0,15,0.0,57979.31,Current,0,No,0.2206,0.4716,Low,Partner,Mass Affluent,Yes,2
LN008032,CUST02336,Auto,33,Male,Self-Employed,305465,698,Pune,425472,13.46,36,2024-07-17,2027-07-17 18:00:00,14431.29,25,0,0,148556.74,83867.0,Current,0,Yes,0.5249,1.3929,High,Digital,Mass Market,Yes,2
LN008033,CUST03816,Personal,46,Male,Salaried,276224,640,Chennai,174754,12.51,60,2024-06-27,2029-06-27 06:00:00,3932.91,25,0,0,114831.16,38399.86,Current,0,No,0.1665,0.6327,High,Digital,Mass Market,Yes,2
LN008034,CUST05991,Personal,31,Male,Salaried,914578,683,Ahmedabad,712175,10.55,24,2024-04-09,2026-04-09 12:00:00,33043.83,24,0,0,0.0,80876.97,Current,0,No,0.4158,0.7787,Medium,Partner,Mass Affluent,Yes,2
LN008035,CUST06004,Education,33,Female,Professional,491829,688,Delhi NCR,832141,11.96,120,2025-11-21,2035-11-21 12:00:00,11919.28,9,0,0,798175.09,73307.66,Current,0,No,0.2869,1.6919,Medium,Digital,Mass Market,No,0
LN008036,CUST02806,Personal,53,Male,Salaried,649836,741,Mumbai,619959,9.75,48,2024-03-03,2028-03-03 00:00:00,15648.44,29,0,0,274485.29,108331.14,Current,0,No,0.281,0.954,Low,Partner,Mass Market,Yes,2
LN008037,CUST02550,Personal,57,Male,Salaried,297413,660,Hyderabad,513165,10.39,60,2026-06-13,2031-06-13 06:00:00,11001.24,2,0,0,499989.57,8827.04,Current,0,No,0.433,1.7254,Medium,Digital,Mass Market,No,0
LN008038,CUST02969,Business,58,Female,Business Owner,506752,708,Delhi NCR,4218766,13.79,24,2023-11-03,2025-11-02 12:00:00,202136.44,24,0,0,0.0,632508.55,Current,0,Yes,0.75,8.3251,High,Digital,Mass Market,No,0
LN008039,CUST01423,Personal,21,Male,Salaried,546493,748,Pune,164175,10.15,24,2025-07-31,2027-07-31 12:00:00,7587.17,12,0,0,86232.17,13103.24,Current,0,No,0.1793,0.3004,Low,Branch,Mass Market,No,0
LN008040,CUST04588,Business,59,Female,Self-Employed,1013239,657,Ahmedabad,2565526,14.57,48,2025-09-03,2029-09-03 00:00:00,70846.03,11,0,0,2101430.7,315210.98,Current,0,Yes,0.75,2.532,High,Branch,Mass Affluent,No,0
LN008041,CUST04190,Business,47,Female,Business Owner,692862,703,Delhi NCR,765288,11.26,36,2024-11-03,2027-11-03 18:00:00,25149.66,21,0,0,350365.86,113220.63,Current,0,Yes,0.4404,1.1045,Medium,Digital,Mass Market,Yes,2
LN008042,CUST03046,Personal,56,Female,Salaried,335138,666,Mumbai,639617,14.06,48,2025-09-10,2029-09-10 00:00:00,17496.45,11,0,0,522891.5,75735.48,Current,0,No,0.6436,1.9085,High,Digital,Mass Market,Yes,2
LN008043,CUST04547,Personal,52,Female,Business Owner,506266,808,Mumbai,154775,10.32,36,2025-01-27,2028-01-27 18:00:00,5017.71,18,0,0,83341.99,18885.68,Current,0,No,0.0802,0.3057,Low,Branch,Mass Market,No,0
LN008044,CUST00946,Auto,35,Male,Business Owner,1107009,672,Chennai,854490,12.55,48,2026-02-16,2030-02-16 00:00:00,22733.66,6,0,15,769514.64,51426.6,Current,0,Yes,0.2957,0.7719,Medium,Partner,Mass Affluent,Yes,0
LN008045,CUST06955,Home,51,Female,Salaried,523367,727,Mumbai,5973150,9.7,240,2025-11-27,2045-11-27 00:00:00,56465.86,8,0,0,5905865.27,384442.14,Current,0,Yes,0.75,11.4129,High,Branch,Mass Market,Yes,1
LN008046,CUST05682,Personal,26,Male,Salaried,1001460,649,Bengaluru,98339,15.98,24,2025-01-22,2027-01-22 12:00:00,4813.94,18,0,0,27584.01,15895.95,Current,0,No,0.1115,0.0982,High,Digital,Mass Affluent,No,0
LN008047,CUST05036,Auto,45,Male,Professional,499931,664,Delhi NCR,1082482,8.84,48,2023-06-13,2027-06-13 00:00:00,26856.52,38,0,0,257994.5,196060.17,Current,0,Yes,0.6359,2.1653,High,Digital,Mass Market,Yes,3
LN008048,CUST06985,Personal,38,Male,Self-Employed,763346,689,Ahmedabad,756143,13.39,48,2023-12-02,2027-12-02 00:00:00,20430.99,32,0,0,297867.56,195516.32,Current,0,No,0.3125,0.9906,Medium,Branch,Mass Market,Yes,0
LN008049,CUST06880,Business,42,Male,Salaried,668590,640,Delhi NCR,1915286,15.67,84,2025-11-14,2032-11-13 18:00:00,37683.33,9,0,0,1795099.54,218963.55,Current,0,Yes,0.6297,2.8647,High,Digital,Mass Market,Yes,0
LN008050,CUST05416,Personal,51,Male,Business Owner,617084,718,Bengaluru,439406,15.82,60,2025-07-11,2030-07-11 06:00:00,10643.21,13,0,0,371107.82,70063.51,Current,0,No,0.2363,0.7121,Medium,Partner,Mass Market,No,0
LN008051,CUST02143,Personal,56,Female,Salaried,346285,627,Pune,148325,12.87,24,2025-09-24,2027-09-24 12:00:00,7042.89,10,0,0,91100.66,13204.58,Current,0,No,0.1963,0.4283,High,Digital,Mass Market,Yes,0
LN008052,CUST06443,Personal,29,Female,Salaried,299619,713,Mumbai,77603,16.16,60,2024-08-09,2029-08-09 06:00:00,1893.73,24,0,0,53744.52,21590.93,Current,0,No,0.0827,0.259,Medium,Partner,Mass Market,Yes,2
LN008053,CUST06049,Business,23,Female,Business Owner,730527,714,Delhi NCR,4215192,10.98,48,2023-01-29,2027-01-29 00:00:00,108902.57,42,0,0,632990.33,991706.07,Current,0,Yes,0.75,5.7701,High,Direct Sales,Mass Market,Yes,2
LN008054,CUST05241,Auto,53,Male,Salaried,661665,718,Chennai,690226,10.67,48,2025-05-11,2029-05-11 00:00:00,17727.55,15,0,0,505091.16,80778.44,Current,0,Yes,0.3132,1.0432,Medium,Digital,Mass Market,No,0
LN008055,CUST00149,Education,47,Male,Business Owner,503295,755,Mumbai,1150980,8.39,84,2024-11-21,2031-11-21 18:00:00,18165.29,20,0,0,934643.58,146969.35,Current,0,No,0.4286,2.2869,Medium,Branch,Mass Market,Yes,0
LN008056,CUST00399,Home,21,Female,Salaried,427154,766,Bengaluru,1961795,7.97,120,2025-01-09,2035-01-09 12:00:00,23766.93,19,0,0,1744999.3,234775.91,Current,0,Yes,0.7362,4.5927,High,Branch,Mass Market,Yes,3
LN008057,CUST06216,Personal,29,Male,Self-Employed,1235786,662,Ahmedabad,652781,11.51,72,2023-01-27,2029-01-26 12:00:00,12595.42,42,0,0,327016.31,203242.89,Current,0,No,0.05,0.5282,Medium,Branch,Mass Affluent,Yes,0
LN008058,CUST01012,Personal,25,Female,Salaried,1045641,732,Hyderabad,362249,14.15,72,2025-04-18,2031-04-18 12:00:00,7494.12,16,0,0,305881.42,63538.4,Current,0,No,0.0796,0.3464,Medium,Direct Sales,Mass Affluent,Yes,1
LN008059,CUST00582,Home,35,Female,Salaried,929940,711,Mumbai,1113428,8.95,240,2024-05-28,2044-05-28 00:00:00,9981.74,26,0,0,1065485.33,211582.67,Current,0,Yes,0.0908,1.1973,Medium,Digital,Mass Affluent,Yes,0
LN008060,CUST06430,Home,29,Female,Salaried,1409279,763,Bengaluru,4846069,8.04,300,2024-02-07,2049-02-06 06:00:00,37546.19,30,0,0,4678587.59,958904.2,Current,0,Yes,0.3383,3.4387,Low,Partner,Mass Affluent,Yes,2
LN008061,CUST02942,Auto,48,Male,Salaried,383604,682,Delhi NCR,665062,8.66,60,2026-01-02,2031-01-02 06:00:00,13695.66,7,0,0,601419.23,32226.84,Current,0,Yes,0.4726,1.7337,Medium,Partner,Mass Market,Yes,0
LN008062,CUST05020,Personal,33,Male,Self-Employed,741946,615,Bengaluru,119195,15.96,72,2025-02-12,2031-02-12 12:00:00,2583.23,18,0,0,99058.3,26361.44,Current,0,No,0.05,0.1607,High,Digital,Mass Market,Yes,2
LN008063,CUST00045,Business,44,Male,Self-Employed,333597,699,Mumbai,4442504,12.51,24,2023-01-21,2025-01-20 12:00:00,210190.14,24,0,0,0.0,602059.35,Current,0,Yes,0.75,13.317,High,Branch,Mass Market,Yes,2
LN008064,CUST01001,Personal,30,Male,Business Owner,535813,708,Pune,107546,10.39,72,2025-03-01,2031-03-01 12:00:00,2013.76,17,0,0,87814.83,14502.83,Current,0,No,0.057,0.2007,Medium,Partner,Mass Market,Yes,3
LN008065,CUST06904,Business,42,Female,Salaried,560114,774,Pune,3539426,11.17,48,2025-07-01,2029-07-01 00:00:00,91769.38,13,0,0,2730493.42,384069.41,Current,0,Yes,0.75,6.3191,High,Direct Sales,Mass Market,Yes,0
LN008066,CUST04318,Personal,59,Male,Business Owner,469067,757,Ahmedabad,171154,11.27,72,2023-11-15,2029-11-14 12:00:00,3281.83,33,0,0,106748.06,43894.36,Current,0,No,0.0682,0.3649,Low,Digital,Mass Market,Yes,2
LN008067,CUST01968,Home,42,Male,Salaried,637664,641,Ahmedabad,2824501,8.19,300,2024-09-01,2049-09-01 06:00:00,22161.24,23,0,0,2753083.0,438290.54,Current,0,Yes,0.4566,4.4295,High,Digital,Mass Market,No,0
LN008068,CUST03117,Personal,57,Female,Salaried,1825131,773,Chennai,182710,11.46,72,2026-05-07,2032-05-06 12:00:00,3520.62,3,0,0,177330.31,5182.17,Current,0,No,0.05,0.1001,Low,Partner,Affluent,Yes,1
LN008069,CUST03171,Home,59,Male,Salaried,736947,659,Pune,5404904,8.18,240,2023-11-17,2043-11-17 00:00:00,45804.39,33,0,0,5073986.91,1180627.76,Current,0,Yes,0.7458,7.3342,High,Partner,Mass Market,Yes,3
LN008070,CUST06843,Auto,40,Female,Professional,1040430,663,Hyderabad,736192,10.65,72,2024-10-19,2030-10-19 12:00:00,13882.33,22,1,0,558569.24,127788.51,Current,0,Yes,0.1539,0.7076,Medium,Digital,Mass Affluent,Yes,3
LN008071,CUST05510,Home,30,Male,Salaried,683028,718,Delhi NCR,4110943,9.8,180,2025-03-13,2040-03-12 18:00:00,43666.8,17,0,0,3927466.61,558859.18,Current,0,Yes,0.75,6.0187,High,Branch,Mass Market,Yes,2
LN008072,CUST04395,Home,30,Female,Salaried,290932,720,Bengaluru,3738909,7.58,300,2024-07-30,2049-07-30 06:00:00,27828.81,24,0,0,3630264.42,559246.87,Current,0,Yes,0.75,12.8515,High,Digital,Mass Market,Yes,2
LN008073,CUST03672,Auto,46,Female,Salaried,480215,702,Mumbai,1649061,9.45,36,2026-02-28,2029-02-27 18:00:00,52787.54,5,0,0,1446911.34,61788.02,Current,0,Yes,0.75,3.434,High,Digital,Mass Market,Yes,1
LN008074,CUST03434,Auto,45,Female,Salaried,502774,702,Pune,387903,12.06,72,2023-07-29,2029-07-28 12:00:00,7595.67,36,1,0,228489.8,114031.02,Current,0,Yes,0.115,0.7715,Medium,Branch,Mass Market,Yes,0
LN008075,CUST00494,Education,48,Male,Business Owner,636884,639,Jaipur,1200869,7.82,120,2025-11-04,2035-11-04 12:00:00,14455.16,9,0,0,1139613.92,68841.34,Current,0,No,0.2073,1.8855,High,Direct Sales,Mass Market,Yes,2
LN008076,CUST05734,Personal,33,Male,Salaried,868813,704,Ahmedabad,620039,14.69,48,2024-01-14,2028-01-14 00:00:00,17158.66,31,1,0,261907.36,173786.66,Current,0,No,0.2779,0.7137,Medium,Digital,Mass Affluent,Yes,1
LN008077,CUST02891,Auto,35,Female,Salaried,982878,777,Jaipur,1082915,11.07,36,2024-02-02,2027-02-01 18:00:00,35491.23,30,0,0,206235.16,188057.17,Current,0,Yes,0.4069,1.1018,Medium,Digital,Mass Affluent,Yes,0
LN008078,CUST04544,Auto,26,Female,Professional,768476,705,Bengaluru,1175587,12.91,48,2024-07-02,2028-07-02 00:00:00,31484.45,25,1,7,638494.83,250018.98,Current,0,Yes,0.4529,1.5298,Medium,Digital,Mass Market,Yes,2
LN008079,CUST02418,Home,32,Female,Professional,1081393,808,Chennai,4566512,7.53,240,2025-09-14,2045-09-14 00:00:00,36872.66,11,0,0,4473246.49,312333.8,Current,0,Yes,0.406,4.2228,Medium,Partner,Mass Affluent,Yes,0
LN008080,CUST05040,Home,39,Male,Salaried,475225,710,Mumbai,5911866,9.85,240,2026-02-12,2046-02-12 00:00:00,56476.48,6,4,120,5863269.24,290262.1,Default,1,Yes,0.75,12.4401,High,Digital,Mass Market,Yes,2
LN008081,CUST06256,Personal,52,Male,Self-Employed,851053,664,Pune,100114,13.51,60,2023-09-29,2028-09-28 06:00:00,2303.89,34,0,0,51682.95,29901.22,Current,0,No,0.05,0.1176,Medium,Partner,Mass Affluent,Yes,0
LN008082,CUST02115,Personal,31,Female,Salaried,826508,661,Mumbai,678066,12.78,48,2023-10-12,2027-10-12 00:00:00,18117.58,34,0,0,234483.74,172415.56,Current,0,No,0.1899,0.8204,Medium,Partner,Mass Affluent,Yes,1
LN008083,CUST00575,Personal,58,Male,Self-Employed,1001677,770,Bengaluru,120123,10.52,72,2026-05-24,2032-05-23 12:00:00,2257.01,2,0,0,117704.59,2095.61,Current,0,No,0.05,0.1199,Low,Digital,Mass Affluent,Yes,2
LN008084,CUST03494,Personal,53,Male,Self-Employed,457199,726,Pune,487038,11.14,72,2023-01-20,2029-01-19 12:00:00,9304.89,43,0,0,235623.14,148695.49,Current,0,No,0.2056,1.0653,Medium,Branch,Mass Market,Yes,0
LN008085,CUST04857,Auto,22,Male,Salaried,1573076,633,Ahmedabad,1648631,12.43,48,2026-03-18,2030-03-18 00:00:00,43763.78,5,0,0,1512405.37,82593.28,Current,0,Yes,0.2886,1.048,High,Digital,Affluent,Yes,1
LN008086,CUST01248,Auto,35,Female,Professional,445345,718,Ahmedabad,512007,9.25,48,2025-08-23,2029-08-23 00:00:00,12800.97,11,0,1,410746.15,39549.86,Current,0,Yes,0.3725,1.1497,Medium,Digital,Mass Market,Yes,0
LN008087,CUST02148,Business,56,Male,Salaried,520324,740,Delhi NCR,4816823,14.22,24,2025-04-19,2027-04-19 12:00:00,231767.7,16,0,0,1759059.11,650519.37,Current,0,Yes,0.75,9.2574,High,Digital,Mass Market,Yes,0
LN008088,CUST01452,Auto,25,Male,Self-Employed,929882,639,Ahmedabad,504088,9.54,36,2026-02-08,2029-02-07 18:00:00,16156.42,6,0,0,429725.82,22576.32,Current,0,Yes,0.2314,0.5421,High,Digital,Mass Affluent,Yes,2
LN008089,CUST06335,Personal,35,Male,Business Owner,305956,697,Delhi NCR,679101,12.92,60,2023-11-07,2028-11-06 06:00:00,15425.54,33,0,0,359730.88,189672.72,Current,0,No,0.6232,2.2196,High,Partner,Mass Market,Yes,2
LN008090,CUST02308,Business,30,Male,Salaried,415192,663,Jaipur,2272773,12.04,60,2025-11-26,2030-11-26 06:00:00,50600.15,8,0,0,2042400.86,174429.03,Current,0,Yes,0.75,5.474,High,Digital,Mass Market,Yes,2
LN008091,CUST00502,Business,37,Female,Salaried,677557,685,Chennai,4111966,12.81,60,2024-01-29,2029-01-28 06:00:00,93158.08,30,0,0,2380683.68,1063460.16,Current,0,Yes,0.75,6.0688,High,Direct Sales,Mass Market,Yes,2
LN008092,CUST05724,Home,54,Male,Salaried,270908,655,Delhi NCR,5284915,9.91,300,2025-02-23,2050-02-23 06:00:00,47679.26,17,0,0,5211389.37,737021.78,Current,0,Yes,0.75,19.5082,High,Partner,Mass Market,Yes,3
LN008093,CUST02583,Auto,44,Male,Business Owner,443366,603,Jaipur,1247346,8.69,72,2025-03-21,2031-03-21 12:00:00,22289.93,17,1,30,1008358.89,139941.74,Default,1,Yes,0.5488,2.8134,High,Branch,Mass Market,Yes,2
LN008094,CUST01374,Business,30,Male,Business Owner,678057,633,Mumbai,4147942,17.39,24,2026-03-21,2028-03-20 12:00:00,205870.55,5,0,0,3397783.38,279194.11,Current,0,Yes,0.75,6.1174,High,Digital,Mass Market,Yes,3
LN008095,CUST04938,Home,50,Male,Salaried,437953,765,Ahmedabad,5701469,8.46,300,2024-03-25,2049-03-25 06:00:00,45749.07,28,0,0,5529951.34,1109456.37,Current,0,Yes,0.75,13.0184,High,Branch,Mass Market,Yes,0
LN008096,CUST02349,Business,23,Male,Salaried,1528920,678,Mumbai,4612320,14.77,36,2023-10-17,2026-10-16 18:00:00,159364.83,34,0,0,312940.86,1119025.06,Current,0,Yes,0.75,3.0167,High,Digital,Affluent,Yes,1
LN008097,CUST04769,Personal,57,Female,Salaried,920621,810,Ahmedabad,285393,11.05,36,2026-06-01,2029-05-31 18:00:00,9350.47,2,0,0,271887.23,5195.16,Current,0,No,0.0539,0.31,Low,Direct Sales,Mass Affluent,Yes,2
LN008098,CUST06436,Personal,23,Female,Self-Employed,807154,652,Jaipur,635539,12.01,48,2023-03-29,2027-03-29 00:00:00,16739.66,40,0,0,128081.23,162128.54,Current,0,No,0.2505,0.7874,Medium,Branch,Mass Affluent,Yes,1
LN008099,CUST03792,Home,60,Male,Self-Employed,695293,724,Hyderabad,4834103,8.88,180,2026-06-18,2041-06-17 18:00:00,48683.33,2,0,0,4808177.41,71441.08,Current,0,Yes,0.75,6.9526,High,Branch,Mass Market,Yes,2
LN008100,CUST03805,Auto,25,Male,Salaried,939198,723,Chennai,413134,11.94,36,2026-05-30,2029-05-29 18:00:00,13710.86,2,0,0,393840.68,8128.4,Current,0,Yes,0.2151,0.4399,Medium,Digital,Mass Affluent,Yes,3
LN008101,CUST01527,Education,48,Male,Salaried,668291,709,Delhi NCR,879487,11.8,60,2024-04-06,2029-04-06 06:00:00,19475.82,28,0,15,532458.13,198294.0,Current,0,No,0.3568,1.316,Medium,Branch,Mass Market,Yes,1
LN008102,CUST06594,Business,34,Female,Salaried,403908,774,Chennai,1240589,16.93,84,2023-11-10,2030-11-09 18:00:00,25301.58,33,1,0,915646.85,510010.08,Current,0,Yes,0.75,3.0715,High,Digital,Mass Market,Yes,2
LN008103,CUST01364,Home,59,Male,Salaried,765887,640,Delhi NCR,1244709,8.51,240,2026-02-21,2046-02-21 00:00:00,10810.56,5,0,0,1234655.22,43999.03,Current,0,Yes,0.2269,1.6252,High,Digital,Mass Market,No,0
LN008104,CUST01838,Personal,31,Male,Salaried,461029,771,Bengaluru,385856,10.12,60,2024-01-17,2029-01-16 06:00:00,8221.29,31,0,0,210715.45,79719.39,Current,0,No,0.2027,0.8369,Low,Branch,Mass Market,Yes,2
LN008105,CUST05486,Education,28,Female,Salaried,798375,691,Delhi NCR,1253925,12.09,48,2026-01-21,2030-01-21 00:00:00,33074.61,6,0,0,1128131.29,72653.97,Current,0,No,0.4994,1.5706,Medium,Digital,Mass Market,Yes,3
LN008106,CUST04459,Auto,57,Male,Self-Employed,749015,734,Bengaluru,1654347,8.65,60,2024-05-12,2029-05-12 06:00:00,34063.97,27,0,0,997184.81,262564.98,Current,0,Yes,0.5623,2.2087,High,Branch,Mass Market,Yes,1
LN008107,CUST04109,Personal,28,Male,Salaried,480072,702,Hyderabad,453135,15.67,36,2023-03-25,2026-03-24 18:00:00,15856.59,36,0,0,0.0,117702.12,Current,0,No,0.3609,0.9439,Medium,Partner,Mass Market,Yes,1
LN008108,CUST06251,Home,32,Male,Salaried,1745917,791,Ahmedabad,5368992,7.58,300,2025-02-22,2050-02-22 06:00:00,39947.31,17,0,0,5260876.85,570989.17,Current,0,Yes,0.2232,3.0752,Low,Branch,Affluent,Yes,0
LN008109,CUST00655,Education,35,Male,Self-Employed,1198437,661,Mumbai,1439145,12.37,48,2023-07-19,2027-07-19 00:00:00,38161.18,37,0,0,394926.49,367745.21,Current,0,No,0.3932,1.2009,Medium,Digital,Mass Affluent,Yes,0
LN008110,CUST02549,Education,39,Female,Business Owner,633084,628,Chennai,935223,7.06,36,2024-10-03,2027-10-03 18:00:00,28903.19,22,0,0,387333.19,87980.47,Current,0,No,0.5507,1.4772,High,Digital,Mass Market,Yes,0
LN008111,CUST06200,Home,48,Female,Salaried,829263,749,Mumbai,6928163,7.55,300,2026-05-24,2051-05-24 06:00:00,51428.55,2,0,0,6912447.5,87141.61,Current,0,Yes,0.75,8.3546,High,Partner,Mass Affluent,No,0
LN008112,CUST05966,Personal,27,Male,Salaried,763058,718,Delhi NCR,252370,13.06,48,2023-01-04,2027-01-04 00:00:00,6778.1,43,0,0,32811.38,71899.49,Current,0,No,0.098,0.3307,Medium,Branch,Mass Market,Yes,2
LN008113,CUST02889,Business,60,Male,Professional,501355,729,Mumbai,2108238,15.33,84,2024-06-05,2031-06-05 18:00:00,41078.41,26,0,0,1675454.5,635255.13,Current,0,Yes,0.75,4.2051,High,Digital,Mass Market,Yes,3
LN008114,CUST03744,Auto,27,Male,Salaried,855031,779,Mumbai,1080004,10.26,36,2025-03-01,2028-02-29 18:00:00,34982.66,17,1,0,611069.36,125770.57,Current,0,Yes,0.4507,1.2631,Medium,Digital,Mass Affluent,Yes,0
LN008115,CUST04747,Home,50,Male,Salaried,591450,723,Mumbai,5705754,9.32,240,2023-07-25,2043-07-25 00:00:00,52507.69,36,0,0,5366509.08,1551031.78,Current,0,Yes,0.75,9.6471,High,Partner,Mass Market,No,0
LN008116,CUST02076,Personal,38,Male,Professional,331373,695,Jaipur,752039,15.42,72,2025-07-08,2031-07-08 12:00:00,16074.32,13,1,7,661971.29,118898.4,Current,0,No,0.6381,2.2695,High,Digital,Mass Market,Yes,0
LN008117,CUST03908,Auto,44,Female,Self-Employed,508516,708,Mumbai,463535,12.48,36,2026-01-02,2029-01-01 18:00:00,15502.02,7,0,0,386387.18,31366.31,Current,0,Yes,0.3218,0.9115,Medium,Branch,Mass Market,Yes,1
LN008118,CUST05769,Personal,26,Male,Self-Employed,509988,818,Ahmedabad,764079,15.69,60,2024-04-23,2029-04-23 06:00:00,18454.71,27,1,0,492084.23,226282.45,Current,0,No,0.4562,1.4982,Medium,Digital,Mass Market,Yes,2
LN008119,CUST04293,Personal,24,Male,Salaried,256799,728,Hyderabad,63239,10.61,24,2025-04-07,2027-04-07 12:00:00,2936.12,16,1,0,22580.91,6319.78,Current,0,No,0.1823,0.2463,Medium,Partner,Mass Market,Yes,2
LN008120,CUST03644,Home,23,Male,Salaried,1233697,752,Jaipur,5553423,8.17,300,2025-06-29,2050-06-29 06:00:00,43503.97,13,0,0,5476538.38,488666.95,Current,0,Yes,0.4175,4.5014,Medium,Branch,Mass Affluent,Yes,1
